,공원명,면적,주요시설,오시는길,이용시참고사항,구별,addr,lng,lat
82,송파나루근린공원(석촌호수),285757.0,휴게소 서울놀이마당 매직아일랜드 석촌호수,지하철 2호선 8호선 잠실역(석촌호수 방향)  버스(G 지선 B 간선 R 광역 Y 순환) 16 21 21-2 56-2 63-1 65 212 415 555-2 569 812 812-1 813 30 64 64-1. 933 906 1001 1002 1116 1117  문의처 02-410-3395 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,송파구,서울특별시 송파구 잠실로 148 (잠실동) ,127.09830020000001,37.5069328
83,선유도근린공원,110407.0,녹색기둥의 정원 시간의 정원 수질정화원 수생식물원 선유정 네개의 원형공간 카페테리아나루 선유교 전망데크,지하철로 오실때 - 9호선 선유도역 하차 : 2번 출구 도보 7분 소요(약 700m)  - 29호선 당산역 하차 : 1 13번 출구(약 100m) → 그랜드컨벤션센터 앞 정류장                                      → 일반버스760 5714 603 탑승 후 선유도공원 정문 하차 - 26호선 합정역 하차 : 5  10번 출구 → 버스중앙차선 양화대교방면 정류장                                   → 일반버스 603 760 5714 7612 탑승 후 선유도공원 정문 하차 버스로 오실 때 정문에서 가까운 쪽 (양화대교) - 선유도공원 정문 하차 :  603 760 5714 7612 - 카페 아리따움 정류소 하차 후 합정역 방향으로 도보 5분 : 602 604 5712 6712 6716 후문에서 가까운 쪽 (선유교) - 선유도입구 한신아파트 하차 : 602 604 605 642 670 661 5616 5712 6514 6716 6631 6712                                                6623 6632 70-2 70 70-3 88-1 60 88 60-3  승용차로 오실 때 공원 내 장애인주차만 가능 합니다. 그 외 차량은 양화한강공원 주차장(070-7545-7464) 이용  - 올림픽대로 잠실방면    → 성산대교 밑에서 우측방향으로 진행 후 좌회전(굴다리 통과) 양화 한강공원 주차장 이용 - 올림픽대로 공항방면    → 양화대교를 지나 1000m지점 양화한강공원 선유도방면 진입 양화 한강공원 주차장 이용,선유도공원 개방시간 : 06:00~24:00   프로그램 예약 탐방안내 신청은 인터넷으로 가능    일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,영등포구,서울특별시 영등포구 선유로 343 (당산동 1) 선유도공원관리사무소,126.90014,37.543418
84,손기정체육공원,29682.2,청소년독서실 마을문고 테니스장 게이트볼장 어린이놀이터,지하철 2호선 충정로역 5번 출구 1호선 서울역 2번 출구  버스(G 지선 B 간선 R 광역 Y 순환) 3 48 588  문의처 중구청 공원녹지과 02)3396-5852  주차장 주차가능 수 : 197 대 주차장 면적 : 6876.52㎡ ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,중구,서울특별시 중구 손기정로 101 ,126.9652702,37.5560189
85,성북근린공원,137759.0,생태연못 전망대 휴게광장 나무집 야외학습장 바닥분수 등,대중교통(G 지선 B 간선 R 광역 Y 순환) 4호선 한성대입구역(6번출구) 마을버스 성북01번 구민회관(종점) 하차 후 도보 약 15분 소요 4호선 성신여대역(6번출구) G 1162번 우정의공원(종점) 하차 후 도보 약 20분 소요 문의처 성북구청 공원녹지과 02)920-4418 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,성북구,서울특별시 성북구 돈암동 616-1055,127.0078625,37.5948509
86,봉제산공원,917190.0,법성사 용문사 약수터 배드민턴장,접근방법 제1등산로 : 가양역 하차→마포고등학교 앞 6715승차 → 대일고교앞 하차 제2등산로 : 까치산역3번출구→강서03번 승차→한광고등학교 앞 하차→ 봉제산약수터 장수동산방향으로 도보 약3분 제3등산로 : 화곡역4번출구→강서01번 승차→신학대학 앞 하차→그리스도 신학대학 방향으로 도보 약5분 제4등산로 : 화곡역4번출구→강서01번 승차→마을버스 종점(약수터)하차- 버스(G 지선 B 간선 R 광역 Y 순환) 강서구청 하차(도보 15분) G 588 70-1 70-2 주차장 주차가능 수 : 10 대 주차장 면적 : 40㎡,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,강서구,서울특별시 강서구 화곡동 산41-6,126.85178359999999,37.5421979
87,서울창포원,51470.0,붓꽃원 약용식물원 수변식물원초화원. 방문자센터 등,지하철 1호선 7호선 도봉산역 2번출구로 나와서 1분거리  도봉산역 자세히 보기 버스(G 지선 B 간선 R 광역 Y 순환) B 106 107 108 140 150 160  G 도봉09 주차장 서울창포원에는 주차장이 없습니다. 대중교통을 이용하여 주시고 차량이용시 도봉산역 건너편 환승주차장(유료)에 주차 후 입장해주시기 바랍니다.,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,도봉구,서울특별시 도봉구 마들로 916(서울창포원) ,127.04793799999999,37.689585
88,북서울꿈의숲,662543.0,조경시설 : 청운답원 월영지 월광폭포 단풍숲 초화원 사슴동산 칠폭지 볼플라자 산책로 쉼터 데크 계류 옥상녹화 등 건축시설 : 방문자센터(서울디자인갤러리) 전망대 공연장(2) 미술관 창녕위궁재서 주차장(402대) 레스토랑(2) 카페(2) 기타시설 : 태양광발전시설 경사형엘리베이터(2) Open스튜디오 ,지하철 동문(방문자센터) 방면으로 오시는 방법 1호선 월계역 2번출구 50m앞 1호선 석계역 7번출구 우측 20m (횡단보도 건너편) 4호선 미아삼거리역 1번출구 10m앞 6호선 돌곶이역 3번출구 30m앞 7호선 하계역 5번출구 100m앞 서문(전망대 아트센터) 방면으로 오시는 방법 4호선 미아삼거리역 2번출구 40m앞 (횡단보도 건너 우측) 4호선 미아삼거리역 3번출구 70m앞 버스(G 지선 B 간선 R 광역 Y 순환) 동문(방문자센터) 방면으로 오시는 방법 G 성북14(석계역) 강북09(미아삼거리역) 강북11 (미아삼거리) B 147(월계역/돌곶이역) 149(하계역) 서문(전망대 아트센터) 방면으로 오시는 방법 G 1124(미아삼거리역) 강북05(미아삼거리역)   ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,강북구,서울특별시 강북구 월계로 173,127.0407344,37.623335499999996
89,서서울호수공원,217946.0,소리분수(노즐41개) 미디어벽천 실개천 건천(계류시설) 백인의 식탁 음수전 등 체육시설 : 축구장 (3010㎡)ㆍ농구장 1면(240㎡)ㆍ배드민턴장 4면(1050㎡) 철봉 등 12 종(53개) ,지하철 5호선 화곡역 7번출구 나온 후 652 6627번 버스 환승 25호선 까치산역 4번 출구 나온 후 653번 버스 환승  버스(G 지선 B 간선 R 광역 Y 순환) B 651 652 653 G 6625 6627 서서울호수공원 정류장 하차  승용차 김포공항 → 강서면허시험장 → 신월사거리 → 신월IC 150M전 SK주유소 앞 우회전 개봉동 → 신월IC → 김포공항 방향(1차로) → U턴 → 신월IC 150M전 SK주유소 앞 우회전 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,양천구,서울특별시 양천구 남부순환로64길 20 (신월동),126.83047890000002,37.5278392
90,중랑캠핑숲,179666.0,조경시설  수경시설 : 2900㎡(분수연못 1120 테라스연못 440 계류 720 건천 620) 잔디광장 : 5000㎡(청소년문화존/Wi-Fi) 산 책 로 : 1767㎡(산책로 797 등산로 970) 조경수목 : 82473주(교목 2411 관목 80062) 기타녹지 : 90480㎡(지피식물 6000 잔디 14480 녹지 70000 초화 164000본)       휴양시설  캠 핑 장 : 47면(37200㎡/관리사무소 1동 화장실 1동 식기세척장 1동 운동시설 등)       교양시설  청소년독서실 : 936㎡(2층) 청소년커뮤니티센터 : 390㎡(3층) 생태학습존 청소년문화존 일부 : 24400㎡   관리시설 관리사무소 : 576㎡(공원 196 캠핑장 380/ 스파 화장실 매점 등) 주 차 장 : 68면(청소년문화존 58 가족캠프존 10) 공 원 등 : 136주 (공원등 90 보안등 46) ,지하철 중앙선 양원역 하차 2번출구로 나와서 좌측 방향 5분 거리           망우청소년수련관 지나면 관리사무소 진입  버스(G 지선 B 간선 R 광역 Y 순환) 송곡여고 하차 G 2113 양원역 하차  B 270 양원역 입구 하차   B262 G 2234 70(경기) ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,중랑구,서울특별시 중랑구 송림길 160(중랑캠핑숲)/중랑구 망우동 74(청소년체험의숲),127.1093075,37.6049896
91,솔밭근린공원,34955.0,조경시설 : 실개울 벽천 분수 생태연못 그늘시렁 등 편의시설 : 화장실 음수대 등 관리시설 : 관리사무소 공원등 안내표지판 등 기반시설 : 놀이마당 배드민턴장 어린이놀이터 산책로 데크광장 ,지하철 4호선 수유역 : 8번출구 → 간선버스(파란색) 120 153 이용 다섯정거장 후 덕성여대앞 하차 버스(G 지선 B 간선 R 광역 Y 순환) 삼양동사거리 삼양초등학교 화계사입구 B 109 144 수유사거리 R 1144 화계사입구 빨래골입구 솔샘사거리 R 1166 승용차 주차장이 없으므로 대중교통을 이용하시기 바랍니다. ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,강북구,서울특별시 강북구 우이동 80번지 일대,127.01162409999999,37.652331
92,금천체육공원(관악산),18083.0,야외무대 농구장 배드민턴장 그날막 조합놀이대 연못 장승 목재데크 황토길 지압로 분수,지하철 1호선 독산역 : 1번출구 * 마을버스정류장 - 금천08 마을버스 탑승 - 구민문화체육센터 하차 - 금천구민문화체육센터 * 뒷길로 올라가다 오른쪽 계단 올라가면 체육공원 (1번 출구 나와 횡단보도 건넌 후 파리바게트에서 T world 쪽으로 걸으면 버스정류장) 뒷길 (금천08마을버스 내리면 오른쪽 주차장이 있는데 그 길로 가면 올라가는 길보임.)  버스(G 지선 B 간선 R 광역 Y 순환) 독산정훈단지 앞에서 하차 → 정심초등학교 방면 15분 R 505 독산4동 주민센터 앞에서 하차 → 정심초등학교 방면 10분 B 5620 5619  승용차 시흥사거리 - 은행나무사거리에서 20M도로로 좌회전 - 좌회전 후 직진 시흥4동사거리에서 우회전 (산기슭공원.남부여성발전센터.홍일초등학교 방면 ) (금천구민 문화체육센터 금천구립정보도서관 표지판보임) - 산기슭공원 삼거리 에서 좌회전 (남부여성 발전센터 지나 홍일초등학교에서 좌회전) - 오른쪽 길 따라 직진 문교초등학교 지나면 체육공원 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,금천구,서울특별시 금천구 독산동 산118-4(금천체육공원),126.908681,37.468164
93,금천폭포근린공원,4835.0,문화회관 2020㎡ 인공폭포(L30 x H12m) 공원시설 전망대 등,지하철 1호선 금천구청역 : 1번출구 - 금천04 마을버스 탑승 - 금천폭포공원 하차 - 도로건너 천주교 시흥동 성당 옆 - 금천폭포공원(15분) 버스(G 지선 B 간선 R 광역 Y 순환) 시흥 -> 안양 방면 : 버스정류장 (중앙차선) 버스 탑승후 금천폭포공원 정류장 하차 G B R 5. 150. 500. 5530. 5531. 5618. 5623. 5625. 5713 등 안양 -> 시흥 방면 : 버스정류장 (중앙차선) 버스 탑승후 금천폭포공원 정류장 하차 G B R 5530. 5531. 5625. 5626. 5713. 5623 승용차 시흥사거리 - 안양방면으로 가면 (우측 시흥 홈플러스 지나) - 금천폭포공원 버스정류장에서 좌회전 (우측 조선냉장) - 좌회전 후 첫번째 골목으로 우회전 - 우회전 후 직진 금천폭포공원 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,금천구,서울특별시 금천구 시흥대로38길 61(시흥동 937-2),126.90401270000001,37.446866299999996
94,만수천공원(관악산),19650.0,체육시설 : 생활체육시설 독산테니스장(8면) 배드민턴장(2개소) 다목적 광장 편익시설 : 정자(3동) 화장실(2개소) 만수천 약수터,지하철 1호선 독산역 : 1번출구 - 금천08 마을버스 탑승 - 독산3동 주민센터 하차 - 난곡방면 200m 우측 - 독산고등학교 옆 현대수퍼팬시 골목길 - 영남초등학교 정문과 독산고등학교 사잇길로 올라감 버스(G 지선 B 간선 R 광역 Y 순환) G 5525 독산3동 주민센터 하차 - 난곡방면 200m 우측 독산고등학교 - 독산고등학교 옆 현대수퍼팬시 골목길 - 영남초등학교 정문과 독산고등학교 사잇길로 올라감 승용차 시흥사거리 - 독산사거리 - 독산사거리에서 우회전 - 독산동길(20m) 까지 직진 - 독산동길(20m) 삼거리에서 좌회전 - 문성골길 삼거리에서 우회전(독산고 방향) - 독산고등학교 옆 현대수퍼팬시 골목길 - 영남초등학교 정문과 독산고등학교 사잇길로 올라감 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,금천구,서울특별시 금천구 독산동 산8 일대,126.9090028,37.4734274
95,발바닥공원,7000.0,기반시설 : 산책로 조경시설 : 관상용식수대 그늘시렁 연못 휴양시설 : 정자 운동시설 : 체력단련시설 편익시설 : 화장실 지압보도 관리시설 : 도봉환경교실,지하철 1호선 4호선 창동역 : 1번출구 - G 1119 : 방학3동사무소 하차 4호선 쌍문역 : 2번출구 - G 1125 : 쌍문청구아파트 하차  버스(G 지선 B 간선 R 광역 Y 순환) G 1119  방학3동사무소 하차 1125 : 쌍문청구아파트 하차  승용차 고속터미널 → 반포대교북단영동대교방면우측 → 잠실대교한남동우측고가도로 → 성수대교동부간선도로 우측 → 동부간선지하차도→ 방학사거리 → 성원아파트 → 발바닥공원  주차장 주차장이 없으므로 대중교통을 이용하시기 바랍니다. ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,도봉구,서울특별시 도봉구 시루봉로6길 33,127.03198200000001,37.6597135
96,월천근린공원,10712.0,기반시설 : 산책로 조경시설 : 관상용식수대 그늘시렁 연못 휴양시설 : 정자 장의자 운동시설 : 배드민턴장 체력단련시설 유희시설 : 그네 미끄럼틀 시솔 조합놀이대 등 편익시설 : 화장실 음수대 관리시설 : 공원등 안내판,지하철 1호선 녹천역 → 321m걷기 A 월천근린공원  버스(G 지선 B 간선 R 광역 Y 순환) G 1120 1144  상계주공18단지 하차 G 1157 1133  녹천역 북부역 하차  승용차 시청 → 세종로사거리 우측 → 종로5가 이화사거리 → 혜화동사거리 → 월계로(지하차도) → 월계4동사무소앞 → 월계역입구 → 녹천교 → 녹천역입구 → 월천근린공원  주차장 주차장이 없으므로 대중교통을 이용하시기 바랍니다. ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,도봉구,서울특별시 도봉구 창동 28번지,127.0509895,37.647388899999996
97,용두근린공원,17182.0,조경시설 : 연못 계류 분수 그늘시렁 편의시설 : 음수대 휴게소 야외전시장 야외전시벽 놀이터 관리시설 : 공원안내판 관리동 기반시설 : 도로 진입광장 휴게광장 ,지하철 2호선 용두역 : 4번출구 도보 1분  버스(G 지선 B 간선 R 광역 Y 순환) G 130 145 300 303 370 721  동대문구청 앞 하차 G 2015 2112 동대문구청 앞 하차 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,동대문구,서울특별시 동대문구 용두동 34-1번지 일대,127.03900420000001,37.5732791
98,상암근린공원,160349.3,조경시설 : 생태연못 생태습지 암석원 그늘시렁 정자 등 편의시설 : 화장실 연식의자 등 관리시설 : 종합안내판 공원등 관리사무소 모유수유실 유모차대여소 등 기반시설 : 운동기구(어깨손목돌리기 등 7종 10조) ,지하철 6호선 디지털미디어시티역 : 2번출구 버스이용 약5분 6호선 마포구청역 : 1번출구 버스이용 10분 버스(G 지선 B 간선 R 광역 Y 순환) B 670  서부면허시험장 앞 하차 B 710 171 771 670  상암고등학교 앞 하차 도보5분 G 7011 7016  서부면허시험장 앞 하차 G 6715 7013A 7013B 7711 7715  상암고등학교 앞 하차 도보5분 G 마을버스 8번 15번 서부운전면허시험장 앞 하차(상지초등학교쪽 입구 방향) G 마을버스 8번 4단지입구 앞 하차(상암산 입구 방향) 승용차 서부면허시험장 앞 강변북로 일산방향 : 월드컵공원 방면 우측방향 → 난지천공원입구 → 서부면허시험장 방면 우회전 강변북로 성산대교북단 → 마포구청 방면 → 월드컵경기장 연신내역 방향 → 난지천공원입구 → 서부면허시험장 방면 우회전 주차장 공원입구 주차가능(10대) ,일반사항 평지형 공원으로 공원 입구 옆 10대 주차가능한 주차장이 있으며 무료로 공원이용프로그램을 운영하고 있으며 선착순 접수를 받고 있습니다. ,마포구,서울특별시 마포구 상암동 1761,126.8859012,37.576010600000004
99,와우근린공원,87432.4,배드민턴장 약수터 농구장 조깅트랙 체력단련장 지압보도 광장,지하철 2호선 신촌역 : 7번출구 도보 약 10분 2호선 홍대입구역 : 4번출구 도보 약 10분 6호선 상수역 : 2번출구 도보 약 10분 버스(G 지선 B 간선 R 광역 Y 순환) B 273 삼진제약 앞 하차 G 7011 삼진제약 앞 하차 승용차 홍대정문앞 홍대정문앞 → 신촌역 방향으로 약400m 정도 지나 산울림소극장앞 4거리 우회전 → 약70m 직진 주차장 공원내 별도 주차장이 마련되어 있지 않음 ,일반사항 산지형 공원으로 별도로 공원내 주차장이 없으며 무료로 실내배드민턴장 농구장 게이트볼장을 시민 누구나 사용하실 수 있습니다.  공통사항 실내배드민턴장 이용시간 : 새벽 6시 ~ 밤 10시 ,마포구,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),126.9289936,37.5517298
100,금호근린공원,13467.0,체육관 경로당 청소년 문화회관 어린이집 그늘시렁 음수대 평의자 등의자 운동시설물 공원등 종합안내간판 등 ,지하철 3호선 금호역 : 1번출구 두산아파트 정문 옆 골목 100m 5호선 신금호역 : 1번출구 G 마을버스 5번 승차후 금호동 3가 동사무소 앞 하차  버스(G 지선 B 간선 R 광역 Y 순환) G B 110A 110B 2016 2233 2411 7212 421 241A 241B  금남시장하차(금호역 방향 도보 10분) ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,성동구,서울특별시 성동구 장터1길 18,127.01894569999999,37.5494726
101,달맞이근린공원,46871.0,경로당 어린이놀이터 배드민턴장 화장실 음수대 공원등,지하철 3호선 국철 옥수역 3번출구 강변풍림아이원아파트 방향 도보로 10분  버스(G 지선 B 간선 R 광역 Y 순환) G 성동01 성동09 옥수역 하차 강변풍림아이원아파트 방향 도보로 10분 G B 110B 241A 241B 421 2016 2233 2411 7212 금옥초등학교 앞 하차 ,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,성동구,서울특별시 성동구 옥수동 산1-1,127.0212054,37.543564
102,문정근린공원,49972.0,조경시설 : 바닥분수 초가정자 사각정자 휴게벤치 등 기반시설 : 경화토포장로 마사토산책로 등 ,지하철 8호선 문정역 : 2번출구 도보로 3분  버스(G 지선 B 간선 R 광역 Y 순환) G 3418 3219 3417 3422 3011 B 5 301 461  승용차 강변북로 → 잠실대교 → 송파대로 → 문정역  주차장 주차가능 수 : 100대 주차장이용시간 : 24시간 운영 ※ 주차요금 정기권은 할인이 되지 않습니다. ,공원을 깨끗하게 이용합시다. 대중교통을 이용해주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,송파구,서울특별시 송파구 문정동 18-4,127.12758190000001,37.4862156
103,문화예술공원,74385.0,놀이마당 중앙광장 잔디광장 야외무대 원두막 1동 조각작품 12개소 모래놀이터 등 ,지하철 3호선 양재역 : 7번출구  버스(G 지선 B 간선 R 광역 Y 순환) G 마을버스 8번 문화예술공원 정류장에서 하차  승용차  주차장 주차가능 수 : 0대  기타,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,서초구,서울특별시 서초구 바우뫼로12길 40 (양재동),127.03051699999999,37.467653999999996
104,세종로공원,8868.0,휴게?편익공간 : 야외무대 382㎡ 매점 18㎡ 디자인파라솔 2개소 야외테이블 14개 등 상징광장 : 조선시대 사헌부 및 병조터 흔적복원 490㎡ 한글글자마당 : 168㎡(전국민 공모 11172자로 구성) ,지하철 5호선 광화문역 하차 18번출구 버스(G 지선 B 간선 R 광역 Y 순환) B 9000 9401 9409 B 150 408 401 600 602 706 R 7016 승용차 광화문역 세종문화회관 뒤편(종로구 세종로동 80-1번지) 세종로 주차장(☎ 02-725-4422) 이용요금: 10분당 500원 주차장 주차가능 수 : 1200대 주차장 이용시간 : 24시간 운영 연중무휴,공통사항 개방시간 : 도심 열린 광장으로 연중 24시간 상시 개방 이용요금 : 무료(없음)  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,종로구,서울특별시 종로구 세종대로 189 (우) 03172,126.9758875,37.5735
105,샘말공원(관악산),10634.0,조경시설 : 바닥분수 음수전 육각정자 파고라 유희시설 : 조합놀이대 1조 놀이시설 2종 3점 운동시설 : 허리돌리기 팔올리기운동 옆회전운동 등 11점 지압보도 편의시설 : 화장실 관리시설 : 관리사무실 공원등 27본 ,지하철 버스 2호선 서울대입구역 : 3번출구 -> 5515마을버스 환승후 -> 종점(샘말공원)에서 하차 ,일반사항 공원을 깨끗하게 이용합니다. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 음주/가무/소란행위를 하지 않습니다. 진입광장에서 공놀이를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,관악구,서울특별시 관악구 대학동 산63-1일대 샘말공원,126.938511,37.4642128
